No.,DexID,Name,Type 1,Type 2,HP,Strength,Max Strength,Dexterity,Max Dexterity,Vitality,Max Vitality,Special,Max Special,Insight,Max Insight,Ability 1,Ability 2,Hidden Ability,Event Abilities,Unevolved?,Has a form?,Recommended Rank,Gender Type,Legendary,Sprite,Good Starter
624,0624,Pawniard,Dark,Steel,3,2,5,2,4,2,5,1,3,1,3,Defiant,Inner Focus,Pressure,,Yes,,Amateur,,,pawniard.png,Yes
625,0625,Bisharp,Dark,Steel,4,3,7,2,5,3,6,2,4,2,5,Defiant,Inner Focus,Pressure,,,Yes,Ace,,,bisharp.png,
626,0626,Bouffalant,Normal,,4,3,6,2,4,3,6,1,3,3,6,Reckless,Sap Sipper,Soundproof,,,,Amateur,,,bouffalant.png,
627,0627,Rufflet,Normal,Flying,3,2,5,2,4,2,4,1,3,2,4,Keen Eye,Sheer Force,Hustle,,Yes,,Amateur,M,,rufflet.png,Yes
628,0628,Braviary,Normal,Flying,5,3,7,2,5,2,5,2,4,2,5,Keen Eye,Sheer Force,Defiant,,,,Ace,M,,braviary.png,
629,0629,Vullaby,Dark,Flying,3,2,4,2,4,2,5,2,4,2,5,Big Pecks,Overcoat,Weak Armor,,Yes,,Beginner,F,,vullaby.png,Yes
630,0630,Mandibuzz,Dark,Flying,5,2,4,2,5,3,6,2,4,3,6,Big Pecks,Overcoat,Weak Armor,,,,Amateur,F,,mandibuzz.png,
631,0631,Heatmor,Fire,,4,3,6,2,5,2,4,3,6,2,4,Gluttony,Flash Fire,White Smoke,,,,Amateur,,,heatmor.png,
632,0632,Durant,Bug,Steel,4,3,6,3,6,3,6,2,4,2,4,Swarm,Hustle,Truant,,,,Amateur,,,durant.png,
633,0633,Deino,Dark,Dragon,3,2,4,1,3,2,4,2,4,2,4,Hustle,,,,Yes,,Amateur,,,deino.png,Yes
634,0634,Zweilous,Dark,Dragon,4,2,5,2,4,2,5,2,4,2,5,Hustle,,,,Yes,,Ace,,,zweilous.png,
635,0635,Hydreigon,Dark,Dragon,5,3,6,3,6,2,5,3,7,2,4,Levitate,,,,,Yes,Pro,,,hydreigon.png,
636,0636,Larvesta,Bug,Fire,3,2,5,2,4,2,4,2,4,2,4,Flame Body,,Swarm,,Yes,,Amateur,,,larvesta.png,Yes
637,0637,Volcarona,Bug,Fire,4,2,4,3,6,2,4,3,7,3,6,Flame Body,,Swarm,,,,Ace,,,volcarona.png,
638,0638,Cobalion,Steel,Fighting,4,5,5,6,6,7,7,5,5,5,5,Justified,,,,,,Master,N,Yes,cobalion.png,
639,0639,Terrakion,Rock,Fighting,4,7,7,6,6,5,5,5,5,5,5,Justified,,,,,,Master,N,Yes,terrakion.png,
640,0640,Virizion,Grass,Fighting,4,5,5,6,6,5,5,7,7,5,5,Justified,,,,,,Master,N,Yes,virizion.png,
641,0641,Tornadus,Flying,,4,6,6,6,6,5,5,7,7,5,5,Prankster,,Defiant,,,Yes,Master,M,Yes,tornadus.png,
641,0641F1,Form Tornadus,Flying,,4,6,6,7,7,5,5,6,6,5,5,Regenerator,,,,,,Master,M,Yes,tornadus.png,
642,0642,Thundurus,Electric,Flying,4,6,6,6,6,5,5,7,7,5,5,Prankster,,Defiant,,,Yes,Master,M,Yes,thundurus.png,
642,0642F1,Form Thundurus,Electric,Flying,4,6,6,6,6,5,5,8,8,5,5,Prankster,,Defiant,,,,Master,M,Yes,thundurus.png,
643,0643,Reshiram,Dragon,Fire,5,7,7,5,5,6,6,8,8,7,7,Turboblaze,,,,,,Master,N,Yes,reshiram.png,
644,0644,Zekrom,Dragon,Electric,5,8,8,5,5,7,7,7,7,6,6,Teravolt,,,,,,Master,N,Yes,zekrom.png,
645,0645,Landorus,Ground,Flying,4,7,7,6,6,5,5,6,6,5,5,Sand Force,,Sheer Force,,,Yes,Master,M,Yes,landorus.png,
645,0645F1,Form Landorus,Ground,Flying,4,8,8,5,5,5,5,6,6,5,5,Sand Force,,Sheer Force,,,,Master,M,Yes,landorus.png,
646,0646,Kyurem,Dragon,Ice,6,7,7,6,6,5,5,7,7,5,5,Pressure,,,,,,Master,N,Yes,kyurem.png,
646,0646F1,Black Kyurem,Dragon,Ice,6,9,9,6,6,6,6,7,7,5,5,Pressure,,,,,,Master,N,Yes,kyurem-black.png,
646,0646F2,White Kyurem,Dragon,Ice,6,7,7,6,6,5,5,9,9,6,6,Pressure,,,,,,Master,N,Yes,kyurem-white.png,
647,0647,Keldeo,Water,Fighting,4,5,5,6,6,5,5,7,7,5,5,Justified,,,,,,Master,N,Yes,keldeo.png,
647,0647F1,Form Keldeo,Water,Fighting,4,6,6,6,6,6,6,7,7,5,5,Justified,,,,,,Master,N,Yes,keldeo.png,
648,0648,Meloetta,Normal,Psychic,5,5,5,5,5,5,5,7,7,7,7,Serene Grace,,,,,Yes,Master,N,Yes,meloetta.png,
648,0648F1,Form Meloetta,Normal,Fighting,5,7,7,7,7,5,5,5,5,5,5,Serene Grace,,,,,,Master,N,Yes,meloetta.png,
649,0649,Genesect,Bug,Steel,4,7,7,6,6,6,6,7,7,6,6,Download,,,,,,Master,N,Yes,genesect.png,
650,0650,Chespin,Grass,,3,2,4,1,3,2,4,2,4,2,4,Overgrow,,Bulletproof,,Yes,,Starter,,,chespin.png,Yes
651,0651,Quilladin,Grass,,4,2,5,2,4,3,6,2,4,2,4,Overgrow,,Bulletproof,,Yes,,Amateur,,,quilladin.png,
652,0652,Chesnaught,Grass,Fighting,5,3,6,2,4,3,7,2,5,2,5,Overgrow,,Bulletproof,,,,Ace,,,chesnaught.png,
653,0653,Fennekin,Fire,,3,2,4,2,4,1,3,2,4,2,4,Blaze,,Magician,,Yes,,Starter,,,fennekin.png,Yes
654,0654,Braixen,Fire,,4,2,4,2,5,2,4,2,5,2,5,Blaze,,Magician,,Yes,,Amateur,,,braixen.png,
655,0655,Delphox,Fire,Psychic,5,2,5,3,6,2,5,3,6,3,6,Blaze,,Magician,,,,Ace,,,delphox.png,
656,0656,Froakie,Water,,3,2,4,2,5,1,3,2,4,1,3,Torrent,,Protean,,Yes,,Beginner,,,froakie.png,Yes
657,0657,Frogadier,Water,,4,2,4,3,6,2,4,2,5,2,4,Torrent,,Protean,,Yes,,Amateur,,,frogadier.png,
658,0658,Greninja,Water,Dark,5,3,6,3,7,2,4,3,6,2,5,Torrent,,Protean,Battle Bond,,Yes,Ace,,,greninja.png,
658,0658F,BBF Greninja,Water,Dark,5,3,6,3,7,2,4,3,6,2,5,Torrent,,Protean,Battle Bond,,Yes,Ace,,,greninja.png,
659,0659,Bunnelby,Normal,,3,1,3,2,4,1,3,1,3,1,3,Pickup,Cheek Pouch,Huge Power,,Yes,,Beginner,,,bunnelby.png,Yes
660,0660,Diggersby,Normal,Ground,4,2,4,2,5,2,5,2,4,2,5,Pickup,Cheek Pouch,Huge Power,,,,Amateur,,,diggersby.png,
661,0661,Fletchling,Normal,Flying,3,2,4,2,4,1,3,1,3,1,3,Big Pecks,,Gale Wings,,Yes,,Starter,,,fletchling.png,Yes
662,0662,Fletchinder,Fire,Flying,4,2,5,2,5,2,4,2,4,2,4,Flame Body,,Gale Wings,,Yes,,Beginner,,,fletchinder.png,
663,0663,Talonflame,Fire,Flying,5,2,5,3,7,2,5,2,5,2,4,Flame Body,,Gale Wings,,,,Amateur,,,talonflame.png,
664,0664,Scatterbug,Bug,,3,1,3,1,3,1,3,1,3,1,3,Shield Dust,Compound Eyes,Friend Guard,,Yes,,Starter,,,scatterbug.png,Yes
665,0665,Spewpa,Bug,,4,1,3,1,3,2,4,1,3,1,3,Shed Skin,,Friend Guard,,Yes,,Beginner,,,spewpa.png,Yes
666,0666,Vivillon,Bug,Flying,5,2,4,2,5,2,4,2,5,2,4,Shield Dust,Compound Eyes,Friend Guard,,,,Amateur,,,vivillon.png,
667,0667,Litleo,Fire,Normal,3,2,4,2,5,2,4,2,5,2,4,Rivalry,Unnerve,Moxie,,Yes,,Amateur,,,litleo.png,Yes
668,0668,Pyroar,Fire,Normal,5,2,4,3,6,2,5,3,6,2,4,Rivalry,Unnerve,Moxie,,,,Ace,,,pyroar.png,
669,0669,Flabebe,Fairy,,3,1,3,1,3,1,3,2,4,2,5,Flower Veil,,Symbiosis,,Yes,,Starter,F,,flabebe.png,Yes
670,0670,Floette,Fairy,,4,2,4,2,4,2,4,2,5,3,6,Flower Veil,,Symbiosis,,Yes,,Beginner,F,,floette.png,
671,0671,Florges,Fairy,,5,2,4,2,5,2,4,3,6,3,7,Flower Veil,,Symbiosis,,,,Amateur,F,,florges.png,
672,0672,Skiddo,Grass,,3,2,4,2,4,2,4,2,4,2,4,Sap Sipper,,Grass Pelt,,Yes,,Beginner,,,skiddo.png,Yes
673,0673,Gogoat,Grass,,6,3,6,2,4,2,4,2,5,2,4,Sap Sipper,,Grass Pelt,,,,Amateur,,,gogoat.png,
674,0674,Pancham,Fighting,,3,2,5,1,3,2,4,2,4,2,4,Iron Fist,Mold Breaker,Scrappy,,Yes,,Beginner,,,pancham.png,Yes
675,0675,Pangoro,Fighting,Dark,5,3,7,2,4,2,5,2,4,2,5,Iron Fist,Mold Breaker,Scrappy,,,,Ace,,,pangoro.png,
676,0676,Furfrou,Normal,,4,2,5,3,6,2,4,2,4,2,5,Fur Coat,,,,,,Amateur,,,furfrou.png,
677,0677,Espurr,Psychic,,3,2,4,2,4,2,4,2,4,2,4,Keen Eye,Infiltrator,Own Tempo,,Yes,,Beginner,,,espurr.png,Yes
678,0678,Meowstic,Psychic,,4,2,4,3,6,2,5,2,5,2,5,Keen Eye,Infiltrator,Prankster,,,,Amateur,,,meowstic.png,
679,0679,Honedge,Steel,Ghost,3,2,5,1,3,3,6,1,3,1,3,No Guard,,,,Yes,,Amateur,,,honedge.png,Yes
680,0680,Doublade,Steel,Ghost,4,3,6,1,3,4,8,2,4,2,4,No Guard,,,,Yes,,Ace,,,doublade.png,
681,0681,Aegislash,Steel,Ghost,5,2,4,1,3,4,8,2,4,4,8,Stance Change,,,,,Yes,Pro,,,aegislash.png,
681,0681F1,Form Aegislash,Steel,Ghost,5,4,8,1,3,2,4,4,8,2,4,Stance Change,,,,,,Pro,,,aegislash.png,
682,0682,Spritzee,Fairy,,3,2,4,1,3,2,4,2,4,2,4,Healer,,Aroma Veil,,Yes,,Beginner,,,spritzee.png,Yes
683,0683,Aromatisse,Fairy,,5,2,5,1,3,2,5,3,6,2,5,Healer,,Aroma Veil,,,,Amateur,,,aromatisse.png,
684,0684,Swirlix,Fairy,,3,2,4,2,4,2,4,2,4,2,4,Sweet Veil,,Unburden,,Yes,,Beginner,,,swirlix.png,Yes
685,0685,Slurpuff,Fairy,,4,2,5,2,5,2,5,2,5,2,5,Sweet Veil,,Unburden,,,,Amateur,,,slurpuff.png,
686,0686,Inkay,Dark,Psychic,3,2,4,2,4,2,4,1,3,2,4,Contrary,Suction Cups,Infiltrator,,Yes,,Beginner,,,inkay.png,Yes
687,0687,Malamar,Dark,Psychic,4,2,5,2,5,2,5,2,4,2,5,Contrary,Suction Cups,Infiltrator,,,,Amateur,,,malamar.png,
688,0688,Binacle,Rock,Water,3,2,4,2,4,2,4,1,3,2,4,Sniper,Tough Claws,Pickpocket,,Yes,,Beginner,,,binacle.png,Yes
689,0689,Barbaracle,Rock,Water,4,3,6,2,4,3,6,2,4,2,5,Sniper,Tough Claws,Pickpocket,,,,Amateur,,,barbaracle.png,
690,0690,Skrelp,Poison,Water,3,2,4,1,3,2,4,2,4,2,4,Poison Point,Poison Touch,Adaptability,,Yes,,Beginner,,,skrelp.png,Yes
691,0691,Dragalge,Poison,Dragon,6,2,5,2,4,2,5,3,6,3,7,Poison Point,Poison Touch,Adaptability,,,,Pro,,,dragalge.png,
692,0692,Clauncher,Water,,3,2,4,1,3,2,4,2,4,2,4,Mega Launcher,,,,Yes,,Beginner,,,clauncher.png,Yes
693,0693,Clawitzer,Water,,4,2,5,2,4,2,5,3,7,2,5,Mega Launcher,,,,,,Amateur,,,clawitzer.png,
694,0694,Helioptile,Electric,Normal,3,1,3,2,5,1,3,2,4,1,3,Dry Skin,Sand Veil,Solar Power,,Yes,,Beginner,,,helioptile.png,Yes
695,0695,Heliolisk,Electric,Normal,4,2,4,3,6,2,4,3,6,2,5,Dry Skin,Sand Veil,Solar Power,,,,Amateur,,,heliolisk.png,
696,0696,Tyrunt,Rock,Dragon,3,2,5,2,4,2,5,2,4,2,4,Strong Jaw,,Sturdy,,Yes,,Amateur,,,tyrunt.png,
697,0697,Tyrantrum,Rock,Dragon,4,3,7,2,5,3,7,2,4,2,4,Strong Jaw,,Rock Head,,,,Master,,,tyrantrum.png,
698,0698,Amaura,Rock,Ice,3,2,4,2,4,2,4,2,4,2,4,Refrigerate,,Snow Warning,,Yes,,Beginner,,,amaura.png,
699,0699,Aurorus,Rock,Ice,6,2,5,2,4,2,5,3,6,2,5,Refrigerate,,Snow Warning,,,,Ace,,,aurorus.png,
700,0700,Sylveon,Fairy,,4,2,4,2,4,2,4,3,6,3,7,Cute Charm,,Pixilate,,,,Amateur,,,sylveon.png,
701,0701,Hawlucha,Fighting,Flying,4,2,5,3,6,2,5,2,5,2,4,Limber,Unburden,Mold Breaker,,,,Amateur,,,hawlucha.png,
702,0702,Dedenne,Electric,Fairy,4,2,4,3,6,2,4,2,5,2,4,Cheek Pouch,Pickup,Plus,,,,Starter,,,dedenne.png,
703,0703,Carbink,Rock,Fairy,4,2,4,2,4,3,7,2,4,3,7,Clear Body,,Sturdy,,,,Starter,N,,carbink.png,
704,0704,Goomy,Dragon,,3,2,4,1,3,1,3,2,4,2,5,Sap Sipper,Hydration,Gooey,,Yes,,Starter,,,goomy.png,Yes
705,0705,Sliggoo,Dragon,,4,2,5,2,4,2,4,2,5,3,6,Sap Sipper,Hydration,Gooey,,Yes,,Beginner,,,sliggoo.png,
706,0706,Goodra,Dragon,,5,3,6,2,5,2,5,3,6,3,7,Sap Sipper,Hydration,Gooey,,,,Amateur,,,goodra.png,
707,0707,Klefki,Steel,Fairy,4,2,5,2,5,2,5,2,5,2,5,Prankster,,Magician,,,,Amateur,,,klefki.png,
708,0708,Phantump,Ghost,Grass,3,2,5,1,3,2,4,2,4,2,4,Natural Cure,Frisk,Harvest,,Yes,,Beginner,,,phantump.png,Yes
709,0709,Trevenant,Ghost,Grass,5,3,6,2,4,2,5,2,4,2,5,Natural Cure,Frisk,Harvest,,,,Pro,,,trevenant.png,
710,0710,Pumpkaboo,Ghost,Grass,3,2,4,2,4,2,5,2,4,2,4,Pickup,Frisk,Insomnia,,Yes,,Beginner,,,pumpkaboo.png,Yes
711,0711,Gourgeist,Ghost,Grass,4,2,5,2,5,3,7,2,4,2,5,Pickup,Frisk,Insomnia,,,,Amateur,,,gourgeist.png,
712,0712,Bergmite,Ice,,3,2,4,1,3,2,5,1,3,1,3,Own Tempo,Ice Body,Sturdy,,Yes,,Beginner,,,bergmite.png,Yes
713,0713,Avalugg,Ice,,4,3,6,1,3,4,9,1,3,1,3,Own Tempo,Ice Body,Sturdy,,,,Ace,,,avalugg.png,
714,0714,Noibat,Flying,Dragon,3,1,3,2,4,1,3,2,4,1,3,Frisk,Infiltrator,Telepathy,,Yes,,Amateur,,,noibat.png,Yes
715,0715,Noivern,Flying,Dragon,4,2,5,3,7,2,5,3,6,2,5,Frisk,Infiltrator,Telepathy,,,,Pro,,,noivern.png,
716,0716,Xerneas,Fairy,,6,7,7,6,6,6,6,7,7,6,6,Fairy Aura,,,,,,Master,N,Yes,xerneas.png,
717,0717,Yveltal,Dark,Flying,8,7,7,6,6,6,6,7,7,6,6,Dark Aura,,,,,,Master,N,Yes,yveltal.png,
718,0718,Zygarde Cell,Dragon,Ground,1,1,1,1,1,1,1,1,1,1,1,Power Construct,,,,,Yes,Starter,N,Yes,zygarde.png,
718,0718F1,Zygarde 10%,Dragon,Ground,4,6,6,6,6,5,5,4,4,5,5,Aura Break,Power Construct,,,,,Pro,N,Yes,zygarde-10.png,
718,0718F2,Zygarde 50%,Dragon,Ground,5,6,6,6,6,7,7,5,5,6,6,Aura Break,Power Construct,,,,,Master,N,Yes,zygarde.png,
718,0718F3,Zygarde 100%,Dragon,Ground,11,6,6,5,5,7,7,5,5,6,6,Aura Break,,,,,,Master,N,Yes,zygarde-10.png,
719,0719,Diancie,Rock,Fairy,4,6,6,4,4,8,8,6,6,8,8,Clear Body,,,,,,Pro,N,Yes,diancie.png,
719,0719M1,Mega-Diancie,Rock,Fairy,5,8,8,6,6,6,6,8,8,6,6,Magic Bounce,,,,,,Pro,N,Yes,diancie-mega.png,
720,0720,Hoopa,Psychic,Ghost,4,6,6,5,5,4,4,8,8,7,7,Magician,,,,,Yes,Pro,N,Yes,hoopa.png,
720,0720M1,Hoopa Unbound,Psychic,Dark,7,8,8,5,5,4,4,9,9,7,7,Magician,,,,,,Master,N,Yes,hoopa-unbound.png,
721,0721,Volcanion,Fire,Water,4,6,6,5,5,7,7,7,7,5,5,Water Absorb,,,,,,Pro,N,Yes,volcanion.png,
722,0722,Rowlet,Grass,Flying,3,2,4,1,3,2,4,2,4,2,4,Overgrow,,Long Reach,,Yes,,Starter,,,rowlet.png,Yes
723,0723,Dartrix,Grass,Flying,4,2,5,2,4,2,5,2,5,2,5,Overgrow,,Long Reach,,Yes,,Amateur,,,dartrix.png,
724,0724,Decidueye,Grass,Ghost,5,3,6,2,5,2,5,3,6,3,6,Overgrow,,Long Reach,,,,Ace,,,decidueye.png,
725,0725,Litten,Fire,,3,2,4,2,5,1,3,2,4,1,3,Blaze,,Intimidate,,Yes,,Starter,,,litten.png,Yes
726,0726,Torracat,Fire,,4,2,5,2,5,2,4,2,5,2,4,Blaze,,Intimidate,,Yes,,Amateur,,,torracat.png,
727,0727,Incineroar,Fire,Dark,6,3,7,2,4,2,5,2,5,2,5,Blaze,,Intimidate,,,,Ace,,,incineroar.png,
728,0728,Popplio,Water,,3,2,4,1,3,2,4,2,4,2,4,Torrent,,Liquid Voice,,Yes,,Starter,,,popplio.png,Yes
729,0729,Brionne,Water,,4,2,4,2,4,2,4,2,5,2,5,Torrent,,Liquid Voice,,Yes,,Amateur,,,brionne.png,
730,0730,Primarina,Water,Fairy,5,2,5,2,4,2,5,3,7,3,6,Torrent,,Liquid Voice,,,,Ace,,,primarina.png,
731,0731,Pikipek,Normal,Flying,3,2,5,2,4,1,3,1,3,1,3,Keen Eye,Skill Link,Pickup,,Yes,,Starter,,,pikipek.png,Yes
732,0732,Trumbeak,Normal,Flying,4,2,5,2,5,2,4,1,3,2,4,Keen Eye,Skill Link,Pickup,,Yes,,Beginner,,,trumbeak.png,
733,0733,Toucannon,Normal,Flying,5,3,7,2,4,2,5,2,5,2,5,Keen Eye,Skill Link,Sheer Force,,,,Amateur,,,toucannon.png,
734,0734,Yungoos,Normal,,3,2,5,2,4,1,3,1,3,1,3,Stakeout,Strong Jaw,Adaptability,,Yes,,Beginner,,,yungoos.png,Yes
735,0735,Gumshoos,Normal,,4,3,6,2,4,2,4,2,4,2,4,Stakeout,Strong Jaw,Adaptability,,,,Amateur,,,gumshoos.png,
736,0736,Grubbin,Bug,,3,2,4,2,4,2,4,2,4,2,4,Swarm,,,,Yes,,Starter,,,grubbin.png,Yes
737,0737,Charjabug,Bug,Electric,4,2,5,1,3,3,6,2,4,2,5,Battery,,,,Yes,,Beginner,,,charjabug.png,
738,0738,Vikavolt,Bug,Electric,5,2,5,1,3,2,5,4,8,2,5,Levitate,,,,,,Amateur,,,vikavolt.png,
739,0739,Crabrawler,Fighting,,3,2,5,2,4,2,4,1,3,2,4,Hyper Cutter,Iron Fist,Anger Point,,Yes,,Amateur,,,crabrawler.png,Yes
740,0740,Crabominable,Fighting,Ice,4,3,7,2,4,2,5,2,4,2,4,Hyper Cutter,Iron Fist,Anger Point,,,,Ace,,,crabominable.png,
741,0741,Oricorio Fire,Fire,Flying,4,2,5,3,6,2,5,3,6,2,5,Dancer,,,,,Yes,Beginner,,,oricorio.png,
741,0741F1,Oricorio Electric,Electric,Flying,4,2,5,3,6,2,5,3,6,2,5,Dancer,,,,,Yes,Beginner,,,oricorio.png,
741,0741F2,Oricorio Psychic,Psychic,Flying,4,2,5,3,6,2,5,3,6,2,5,Dancer,,,,,Yes,Beginner,,,oricorio.png,
741,0741F3,Oricorio Ghost,Ghost,Flying,4,2,5,3,6,2,5,3,6,2,5,Dancer,,,,,Yes,Beginner,,,oricorio.png,
742,0742,Cutiefly,Bug,Fairy,3,2,4,2,5,1,3,2,4,1,3,Honey Gather,Shield Dust,Sweet Veil,,Yes,,Starter,,,cutiefly.png,Yes
743,0743,Ribombee,Bug,Fairy,4,2,4,3,7,2,4,3,6,2,5,Honey Gather,Shield Dust,Sweet Veil,,,,Beginner,,,ribombee.png,
744,0744,Rockruff,Rock,,3,2,4,2,4,1,3,1,3,1,3,Keen Eye,Vital Spirit,Steadfast,Own Tempo,Yes,,Beginner,,,rockruff.png,Yes
745,0745,Lycanroc Midday,Rock,,4,3,6,3,6,2,4,2,4,2,4,Keen Eye,Sand Rush,Steadfast,,,Yes,Amateur,,,lycanroc-midnight.png,
745,0745F2,Lycanroc Dusk,Rock,,4,3,6,3,6,2,4,2,4,2,4,Tough Claws,,,,,Yes,Amateur,,,lycanroc-dusk.png,
745,0745F1,Lycanroc Midnight,Rock,,4,3,6,2,5,2,5,2,4,2,5,Keen Eye,Vital Spirit,No Guard,,,Yes,Amateur,,,lycanroc-midnight.png,
746,0746,Wishiwashi,Water,,4,1,3,2,4,1,3,1,3,1,3,Schooling,,,,,Yes,Starter,,,wishiwashi.png,
746,0746F1,Wishiwashi Swarm,Water,,8,3,7,1,3,3,7,3,7,3,7,Schooling,,,,,,Pro,,,wishiwashi.png,
747,0747,Mareanie,Poison,Water,3,2,4,2,4,2,4,1,3,2,4,Merciless,Limber,Regenerator,,Yes,,Beginner,,,mareanie.png,Yes
748,0748,Toxapex,Poison,Water,4,2,4,1,3,3,7,2,4,3,6,Merciless,Limber,Regenerator,,,,Amateur,,,toxapex.png,
749,0749,Mudbray,Ground,,3,3,6,2,4,2,5,2,4,2,4,Own Tempo,Stamina,Inner Focus,,Yes,,Beginner,,,mudbray.png,Yes
750,0750,Mudsdale,Ground,,5,3,7,1,3,3,6,2,4,2,5,Own Tempo,Stamina,Inner Focus,,,,Amateur,,,mudsdale.png,
751,0751,Dewpider,Water,Bug,3,1,3,1,3,2,4,1,3,2,5,Water Bubble,,Water Absorb,,Yes,,Starter,,,dewpider.png,Yes
752,0752,Araquanid,Water,Bug,4,2,5,1,3,3,6,2,4,3,7,Water Bubble,,Water Absorb,,,,Amateur,,,araquanid.png,
753,0753,Fomantis,Grass,,3,2,4,1,3,1,3,2,4,1,3,Leaf Guard,,Contrary,,Yes,,Starter,,,fomantis.png,Yes
754,0754,Lurantis,Grass,,4,3,6,2,4,2,5,2,5,2,5,Leaf Guard,,Contrary,,,,Beginner,,,lurantis.png,
755,0755,Morelull,Grass,Fairy,3,1,3,1,2,2,4,2,4,2,5,Illuminate,Effect Spore,Rain Dish,,Yes,,Starter,,,morelull.png,Yes
756,0756,Shiinotic,Grass,Fairy,4,2,4,1,3,2,5,2,5,3,6,Illuminate,Effect Spore,Rain Dish,,,,Beginner,,,shiinotic.png,
757,0757,Salandit,Poison,Fire,3,1,3,2,5,1,3,2,5,2,4,Corrosion,,Oblivious,,Yes,,Beginner,,,salandit.png,Yes
758,0758,Salazzle,Poison,Fire,4,2,4,3,6,2,4,3,6,2,4,Corrosion,,Oblivious,,,,Amateur,F,,salazzle.png,
759,0759,Stufful,Normal,Fighting,3,2,5,2,4,2,4,2,4,2,4,Fluffy,Klutz,Cute Charm,,Yes,,Beginner,,,stufful.png,Yes
760,0760,Bewear,Normal,Fighting,6,3,7,2,4,2,5,2,4,2,4,Fluffy,Klutz,Unnerve,,,,Ace,,,bewear.png,
761,0761,Bounsweet,Grass,,3,1,3,1,3,1,3,1,3,1,3,Leaf Guard,Oblivious,Sweet Veil,,Yes,,Starter,F,,bounsweet.png,Yes
762,0762,Steenee,Grass,,4,1,3,2,4,2,4,1,3,2,4,Leaf Guard,Oblivious,Sweet Veil,,Yes,,Beginner,F,,steenee.png,
763,0763,Tsareena,Grass,,5,3,7,2,5,3,6,2,4,3,6,Leaf Guard,Queenly Majesty,Sweet Veil,,,,Amateur,F,,tsareena.png,
764,0764,Comfey,Fairy,,4,2,4,3,6,2,5,2,5,3,6,Flower Veil,Triage,Natural Cure,,,,Starter,,,comfey.png,
765,0765,Oranguru,Normal,Psychic,4,2,4,2,4,2,5,2,5,3,6,Inner Focus,Telepathy,Symbiosis,,,,Amateur,,,oranguru.png,
766,0766,Passimian,Fighting,,5,3,7,2,5,2,5,1,3,2,4,Receiver,,Defiant,,,,Amateur,,,passimian.png,
767,0767,Wimpod,Bug,Water,3,1,3,2,5,1,3,1,3,1,3,Wimp Out,,,,Yes,,Starter,,,wimpod.png,Yes
768,0768,Golisopod,Bug,Water,7,3,7,1,3,3,7,2,4,2,5,Emergency Exit,,,,,,Pro,,,golisopod.png,
769,0769,Sandygast,Ghost,Ground,3,2,4,1,2,2,5,2,5,2,4,Water Compaction,,Sand Veil,,Yes,,Amateur,,,sandygast.png,Yes
770,0770,Palossand,Ghost,Ground,4,2,5,1,3,3,6,3,6,2,5,Water Compaction,,Sand Veil,,,,Ace,,,palossand.png,
771,0771,Pyukumuku,Water,,4,2,4,1,1,3,7,1,3,3,7,Innards Out,,Unaware,,,,Starter,,,pyukumuku.png,
772,0772,Type: Null,Normal,,3,3,6,2,4,3,6,3,6,3,6,Battle Armor,,,,Yes,,Ace,N,,type-null.png,
773,0773,Silvally,Normal,,4,3,6,3,6,3,6,3,6,3,6,RKS System,,,,,,Ace,N,,silvally.png,
774,0774,Minior,Rock,Flying,4,2,4,2,4,3,6,2,4,3,6,Shields Down,,,,,Yes,Beginner,N,,minior.png,
774,0774F1,Minior Core,Rock,Flying,4,3,6,3,7,2,4,3,6,2,4,Shields Down,,,,,Yes,Beginner,N,,minior-green.png,
775,0775,Komala,Normal,,4,3,6,2,4,2,4,2,5,3,6,Comatose,,,,,,Starter,,,komala.png,
776,0776,Turtonator,Fire,Dragon,4,2,5,1,3,3,7,2,5,2,5,Shell Armor,,,,,,Ace,,,turtonator.png,
777,0777,Togedemaru,Electric,Steel,4,3,6,3,6,2,4,2,4,2,5,Iron Barbs,Lightning Rod,Sturdy,,,,Beginner,,,togedemaru.png,
778,0778,Mimikyu,Ghost,Fairy,4,2,5,3,6,2,5,2,4,3,6,Disguise,,,,,,Amateur,,,mimikyu.png,
779,0779,Bruxish,Water,Psychic,4,3,6,2,5,2,5,2,5,2,5,Dazzling,Strong Jaw,Wonder Skin,,,,Amateur,,,bruxish.png,
780,0780,Drampa,Normal,Dragon,4,2,5,1,3,2,5,3,7,2,5,Berserk,Sap Sipper,Cloud Nine,,,,Ace,,,drampa.png,
781,0781,Dhelmise,Ghost,Grass,5,3,7,1,3,3,6,2,5,2,5,Steelworker,,,,,,Ace,N,,dhelmise.png,
782,0782,Jangmo-o,Dragon,,3,2,4,2,4,2,4,2,4,2,4,Bulletproof,Soundproof,Overcoat,,Yes,,Beginner,,,jangmo-o.png,Yes
783,0783,Hakamo-o,Dragon,Fighting,4,2,5,2,4,2,5,2,4,2,5,Bulletproof,Soundproof,Overcoat,,Yes,,Amateur,,,hakamo-o.png,
784,0784,Kommo-o,Dragon,Fighting,5,3,6,2,5,3,7,3,6,3,6,Bulletproof,Soundproof,Overcoat,,,,Ace,,,kommo-o.png,
785,0785,Tapu Koko,Electric,Fairy,4,6,6,7,7,5,5,6,6,5,5,Electric Surge,,Telepathy,,,,Pro,N,Yes,tapu-koko.png,
