Name,Type,DmgType,Power,Damage1,Damage2,Accuracy1,Accuracy2,Target,Effect,Description
Poison Sting,poison,Physical,1,Strength,,Dexterity,Channel,Foe,Ranged. Roll 3 Chance Dice to Poison the Target.,The user shoots a small sting that injects venom into the foe.
Poison Tail,poison,Physical,2,Strength,,Dexterity,Brawl,Foe,High Critical. Roll 1 Chance Dice to Poison the Foe.,"The tail of this Pokemon is sharp like a blade, it attacks with slashing movements and may release some poison through it."
Purify,poison,Support,0,,,Special,Nature,Foe,Heal a Target's Status Ailment. If you do then the user may heal 1 HP.,"The Pokemon is covered by a gelatinous goo that can be used to treat several ailments, the Pokemon also uses it as a source of nourishment."
Sludge,poison,Special,2,Special,,Dexterity,Channel,Foe,Roll 3 Chance Dice to Poison the Foe.,"The foe is covered with a disgusting sludge, the fumes and toxins on it can make anyone feel sick."
Sludge Bomb,poison,Special,3,Special,,Dexterity,Channel,Foe,Roll 3 Chance Dice to Poison the Foe.,The user hurls a ball of toxic sludge that explodes on contact and covers the target.
Sludge Wave,poison,Special,3,Special,,Dexterity,Channel,Area,Roll 1 Chance Dice to Poison those affected.,The Pokemon creates a large wave of watery ooze that soaks everything around. The smell is really unpleasant.
Smog,poison,Special,1,Special,,Dexterity,Channel,Foe,Roll 4 Chance Dice Poison the Foe. -2 Accuracy.,The target is attacked with a discharge of filthy gases.
Toxic,poison,Support,0,,,Special,Channel,Foe,Badly Poison the Foe. -1 Accuracy.,"With a disgusting diet and training, the user learns how to turn its fluids into a deadly toxin."
Toxic Spikes,poison,Support,0,,,Dexterity,Stealth,Battlefield,Foe Pokemon that enter the battlefield become Poisoned. Roll 1 Chance Dice for the Poison to become Badly Poisoned instead. Entry Hazard.,The user lays a trap of scattered poison spikes that attach to the opponent's feet leaving them with a bad case of fever.
Toxic Thread,poison,Support,0,,,Dexterity,Channel,Foe,Reduce Foe's Dexterity. Poison the Foe.,"The user shoots a sticky thread that entangles around the foe, the thread is also laced with a potent toxin that will poison the foe on contact."
Venom Drench,poison,Support,0,,,Special,Channel,All Foes,"If an affected foe is poisoned or becomes poisoned in the same Round you used this Move then Reduce its Strength, Special, and Dexterity.",Foes are drenched in an odd poisonous liquid that targets their weakened immune systems.
Venoshock,poison,Special,2,Special,,Dexterity,Channel,Foe,"If the Foe is already poisoned, add 2 Extra Dice to the Damage Pool.",The Pokemon shoots a special kind of toxin that reacts violently if the foe is already weakened with poison.
Agility,psychic,Support,0,,,Dexterity,Athletic,User,Increase the User's Dexterity by 2.,The user relaxes and lightens its body to move faster.
Ally Switch,psychic,Support,0,,,Special,Channel,One Ally,User switches back. Choose another Pokemon to take its place. It will be ready to fight on the next Round. Switcher Move.,"The user teleports, switching its place with someone."
Amnesia,psychic,Support,0,,,Insight,Alert,User,Increase the User's Sp. Defense by 2.,"As a fine example of mind over matter, the user temporarily empties its mind to make it more resilient."
Barrier,psychic,Support,0,,,Special,Channel,Foe,Increase the User's Defense by 2.,The user casts a protective field around itself.
Calm Mind,psychic,Support,0,,,Insight,Channel,User,Increase the User's Special and Sp. Defense.,The user quietly calms its spirit to strengthen its mind and body.
Confusion,psychic,Special,2,Special,,Dexterity,Channel,Foe,Roll 1 Chance Dice to Confuse the foe.,The target's mind is hit by a weak psychic force that leaves them wondering if they were hit by an invisible enemy. Sometimes the foe is left seeing things that aren't really there.
Cosmic Power,psychic,Support,0,,,Special,Channel,User,Increase the User's Defense and Sp. Defense.,The user absorbs power from space. This Pokemon glows faintly with energy afterwards.
Dream Eater,psychic,Special,4,Special,,Special,Channel,Foe,"The user restores HP equal to half the damage dealt, rounded down. The target must be asleep, this move will fail otherwise.","The user eats the dreams of a sleeping target. When the foe wakes up, it will feel weak and empty."
Extrasensory,psychic,Special,3,Special,,Dexterity,Channel,Foe,Roll 1 Chance Dice to Flinch the foe.,"The user attacks with an odd, almost invisible power."
Future Sight,psychic,Special,5,Special,,Insight,Channel,Foe,Strikes at the end of the next Round. It bypasses any Shield Move and cover. If the target retires or switches out from battle the damage will be dealt to the next opponent or to one of its allies.,The Pokemon foresses something terrible happening to the target. It may see images from its own future without any risk.
Glitzy Glow,psychic,Special,3,Special,,Special,Channel,Foe,"If successful, for the next 4 Rounds the User and Allies will receive 1 less damage from Special Attacks. This effect does not stack. If the user of this Move is at its Final Stage of Evolution, this move fails.","The user surrounds itself with a glamorous light, releasing it as a psychic blast, the soft glowing particles remain in the field protecting its fabulousness."
Gravity,psychic,Support,0,,,Special,Channel,Battlefield,Flying and Levitating Pokemon can be hit by Ground Type Moves. Lasts 4 Rounds.,"The gravity is intensified, bringing everyone to their knees. Flying pokemon are slammed to the ground."
Guard Split,psychic,Support,0,,,Special,Channel,Foe,Average your Defense and Sp. Defense with your target.,The user employs its psychic power to average its resilience with the foe. They both feel like they're equals in terms of toughness.
Guard Swap,psychic,Support,0,,,Special,Channel,Foe,Switch your Defense and Sp. Defense with your foe.,The Pokemon employs its psychic power to make the opponent feel like its got your fraily and make the user ffeel like it got the target's resilience.
Heal Block,psychic,Support,0,,,Special,Channel,Area,No one can regain any lost HP. Lasts 4 Rounds.,The user forces everyone's wounds to stay open by using its immense psychic power.
Heal Pulse,psychic,Support,0,,,Will,Channel,One Ally,Basic Heal. If successful spend 1 Will to activate.,The user emits a pulse of energy that heals the wounds of its allies.
Healing Wish,psychic,Support,0,,,Will,Channel,One Ally,The User faints. One Ally is completely healed from all damage and status ailments.,"The power of ultimate love and sacrifice. The user wishes to completely heal all injuries, diseases, and ailments to save someone's life at the cost of their own health."
Heart Stamp,psychic,Physical,2,Strength,,Insight,Allure,Foe,Roll 3 Chance Dice to Flinch the foe.,"This move controls the emotions of the target, making it feel loved and safe. The user may strike immediately."
Heart Swap,psychic,Support,0,,,Insight,Allure,Foe,Switch any Trait Increase/Decrease with the target.,"The user and the target swap their feelings of powerr and weakness, insecurity and courage, love and hate. Boosts are also swapped."
Hyperspace Hole,psychic,Special,3,Special,,Insight,Channel,Foe,Ignore Defenses. Never Miss. This Move Bypasses the effects of any Shield Move effect on the foe.,The user knows the laws of physics bind it from being in many places at once and forbid it from occupying the same space as other bodies. It just disregards their authority.
Hypnosis,psychic,Support,0,,,Insight,Allure,Foe,Put the target to sleep. Dark-Type Pokemon are affected by this move. -4 Accuracy.,Employ a hypnotic suggestion to make the target feel drowsy and fall into a deep slumber. Works better on a target that is not in danger.
Imprison,psychic,Support,0,,,Clever,Channel,Foe,The foe cannot use any Moves known by the User. Lasts for a day.,"This move blocks specific parts of the memory the user is well aware of. Be it moves, techniques, names, places, people, or situations. The target won't be able to recall those memories."
Instruct,psychic,Support,0,,,Clever,Perform,Foe,"Selected Target repeats their last move used this Round, taking the successes on the Accuracy Roll of ""Instruct"" as if they were for their move. Target must have previously used a successful move during the Round. Otherwise ""Instruct"" will fail.",The Pokemon sends a psychic command to one of its allies or foes to enable them to repeat their last action.
Kinesis,psychic,Support,0,,,Special,Channel,Foe,Lower the foe's Accuracy.,"A basic psychic power to exert force on objects. You can touch, move, press, and affect simple objects to create distractions."
Light Screen,psychic,Support,0,,,Special,Channel,User and Allies,User and Allies will receive 1 less Damage from Special Attacks. Lasts 4 Rounds.,"The user manifests its mental power on the world, creating walls and floors of light that help prevent the passing of energies."
Lunar Dance,psychic,Support,0,,,Insight,Perform,One Ally,"The user Faints. One fallen Ally regains consciousness, has its HP fully restored and all Status Ailments healed. If the Ally was not in-battle, it is called out and ready to fight.","The moon shines at the darkest hours, reflecting the sun's lifebringer light on those who fell into the night, taking pity on their lost souls."
Luster Purge,psychic,Special,2,Special,,Special,Channel,Foe,Roll 5 Chance Dice to Reduce the foe's Sp. Defense. This Effect can be repeated up to 3 times per Target.,The user engulfs itself in a blinding light and shoots a beam at its foe. This light leaves the foe powerless to resist against anyone.
Magic Coat,psychic,Support,0,,,Special,Channel,Foe,"Priority 4. Redirect the effects of a Support Move that would affect the user or its side of the battlefield towards the foe's (ie. The foe used Stealth Rock, with Magic Coat it will now affect the foe's side instead of yours).","The user quickly creates a barrier that reflects any minor attack, status condition, or dirty triick the foe might have wanted to use."
Magic Powder,psychic,Support,0,,,Special,Channel,Foe,Change the target's Type to Psychic.,"The Pokemon recites an enchantment and blows a cloud of pink dust on its Target. Afterwards, the target becomes especially good at guessing which card you got from a deck."
Magic Room,psychic,Support,0,,,Special,Channel,Battlefield,No one can use their Held Item nor any other Item. Lasts 4 Rounds.,"Inside the effects of Magic Room, technology, tools, and items manually activated do not work. Automated technology will function as normal."
Meditate,psychic,Support,0,,,Will,Channel,User,Increase the User's Strength,The Pokemon meditates to unleash a power that's been sleeping deep inside the user.
Miracle Eye,psychic,Support,0,,,Insight,Alert,User,The User may hit Dark Type Pokemon with Psychic Moves. The Pokemon ignores Evasion modifiers. Opponents can't reduce the User's Accuracy.,The user's sight transcends the flesh and can look directly into the innermost mental pressence of everyone around. Hidden enemies can be detected.
Mirror Coat,psychic,Special,0,,,Dexterity,Channel,Foe,The move only works if the foe just used a Special Attack. Roll the same Damage Pool as your foe's last attack and add 2 Extra Damage Dice. Ignore the foe's Defenses.,The user canalizes the damage received by energies and bounces them back to their source.
Mist Ball,psychic,Special,2,Special,,Special,Channel,Foe,Roll 5 Chance Dice to Reduce the foe's Special. This Effect can be repeated up to 3 times per Target.,The user engulfs its foe with a cloud of mist. This soothing mist keeps evil intents from surfacing into the foe's mind.
Photon Geyser,psychic,Physical,4,,,Dexterity,Channel,Foe,"This Move's Damage Pool, can be rolled with either the Strength or Special Attribute, dealing Physical or Special Damage respectively. Choose whatever is most convenient for the user. If using Special then the move is considered Special instead of Physical.","The Pokemon attacks with a large pillar of light that comes out from where its foe is standing, either the blazing energy  or the crushing strikes are enough to knock someone out."
Photon Geyser (Physical),psychic,Physical,4,Strength,,Dexterity,Channel,Foe,"This Move's Damage Pool, can be rolled with either the Strength or Special Attribute, dealing Physical or Special Damage respectively. Choose whatever is most convenient for the user.",
Photon Geyser (Special),psychic,Special,4,Special,,Dexterity,Channel,Foe,"This Move's Damage Pool, can be rolled with either the Strength or Special Attribute, dealing Physical or Special Damage respectively. Choose whatever is most convenient for the user.",
Power Split,psychic,Support,0,,,Special,Channel,Foe,Average the User's Strength and Special with the target.,The user employs its psychic power to average its capabilities with the foe. They both feel like they're equals in terms of strength.
Power Swap,psychic,Support,0,,,Special,Channel,Foe,Switch your Strength and Special with your foe.,The Pokemon employs its psychic power to make the opponent feel like it's got your weaknesses and make the user feel like it's got the target's strength.
Power Trick,psychic,Support,0,,,Special,Channel,User,Switch the User's Strength with its Defense and the User's Special with its Sp. Defense.,"The user's mind is tricked into thinking that strength comes from their vitality, and their vitality is their power."
Prismatic Laser,psychic,Special,6,Special,,Dexterity,Channel,Foe,Lethal. Must Recharge.,"Through a prism, the user shoots a concentrated laser beam that pierces everything that comes in contact with it. The effort leaves the user mentally exhausted."
Psybeam,psychic,Special,2,Special,,Dexterity,Channel,Foe,Roll 1 Chance Dice to Confuse the foe.,Attack with a beam of psychic energy that hits the mind of the target.
Psychic,psychic,Special,3,Special,,Dexterity,Channel,Foe,Roll 1 Chance Dice to Reduce the foe's Sp. Defense.,The user's telekinetic force is enough to cause severe harm to their target. This telekinesis is not subtle.
Psychic Fangs,psychic,Physical,3,Strength,,Dexterity,Brawl,Foe,If a Barrier is in place on the foe's side (ie. Light Screen. Reflect) destroy it.,"The Pokemon bares its fangs to bite the foe, psychic energy begins piercing before the actual fangs make contact."
Psychic Terrain,psychic,Support,0,,,Special,Channel,Battlefield,"For the next 4 Rounds, all Psychic Attacks will deal 1 Extra Dice of Damage. No Pokemon on the ground can use moves with increased Priority.","The arena becomes radiated by psychic waves. Everyone begins to think slowly due to the buzz in their heads, making all tasks take more time."
Psycho Boost,psychic,Special,6,Special,,Dexterity,Channel,Foe,Lethal. Reduce User's Special by 2. -1 Accuracy.,"The Pokemon releases an explosion of all of its concentrated psychic power in a devastating explosion, afterwards the user will be extremely tired."
Psycho Cut,psychic,Physical,3,Strength,,Dexterity,Brawl,Foe,High Critical.,Create blades of psychic energy to tear down foes.
Psycho Shift,psychic,Support,0,,,Clever,Channel,Foe,Transfer the User's Status Ailments to the target. The user is now cured.,"With psychic suggestion, the target feels afflicted by the same status problems as the user."
Psyshock,psychic,Special,3,Special,,Dexterity,Channel,Foe,This Move is resisted with the Foe's Defense instead of its Sp. Defense,Materialize a psychic wave that pushes the target with real physical force.
Psystrike,psychic,Special,4,Special,,Dexterity,Channel,Foe,This Move is resisted with the Foe's Defense instead of its Sp. Defense,"Through sheer psychic power, the user materializes its energy to deal a heavy strike to its foe."
Psywave,psychic,Special,0,,,Insight,Channel,Foe,Roll Damage Dice according to the User's Rank. 1 Dice at Starter Rank. 2 Dice at Beginner Rank. 3 dice at Amateur Rank. 4 Dice at Ace Rank. 5 Dice at Professional Rank. Ignores Defense.,Releases the inner power of the mind to emanate psychic waves that hurt the target.
Reflect,psychic,Support,0,,,Special,Channel,User and Allies,User and Allies will receive 1 less Damage from Physical Attacks. Lasts 4 Rounds.,"The user manifests its mental power on the world, creating invisible walls and floors that prevent the passing of objects."
Rest,psychic,Support,0,,,Vitality,Nature,User,Complete Heal. If successful spend 1 Will point to activate. The User must Sleep for a whole Round (from Round Start to Round End).,The user falls asleep. During this period the body benefits from a super accelerated healing process.
Role Play,psychic,Support,0,,,Clever,Perform,Foe,"Copy the target's Ability. The abilities Flower Gift, Illusion, Imposter, Stance Change, Wonder Guard, and Plot Device cannot be copied.",The user mimics the target and takes on the most basic features from that character.
Skill Swap,psychic,Support,0,,,Clever,Perform,Foe,Switch Abilities with the foe. The abilities Flower Gift. Illusion. Imposter. Stance Change. Wonder Guard. Plot Device and others cannot be switched.,"The user swaps its identity with the target, making both feel like they are from each other's species."
Speed Swap,psychic,Support,0,,,Special,Channel,Foe,Switch your Dexterity with your Foe.,The Pokemon employs its psychic power to make the opponent perceive events as if they were happening faster or slower according to the user's own speed.
Stored Power,psychic,Special,1,Special,,Dexterity,Channel,Foe,Add 1 Extra Dice of Damage for each Increased attribute the user has (ie. Clefairy has 1 Increased Point in Defense and 1 Evasion. Stored Power will have 2 Extra Dice on the Damage Pool). Up to 7 Dice may be added.,"This move allows the user to release its power. If the user has any boosts, the damage is increased."
Synchronoise,psychic,Special,5,Special,,Special,Perform,Area,"Sound Based. Choose a Type (Fire, Poison, Steel, etc.) this move only affects those with that Type.",The user vibrates with any particular energy Type he chooses. All nearby creatures and objects of that Type are hurt.
Telekinesis,psychic,Support,0,,,Special,Channel,Foe,"All attacks against the target have ""Never Fail"". The target is immune to Ground Moves. Lasts 2 Rounds.",The user can manipulate objects and creatures with his mind. Pokemon and humans become easier to hit because their movements are restrained.
Teleport,psychic,Support,0,,,Special,Channel,User,"In the wild, the battle ends. In official battles, it counts as the Pokemon being recalled. Teleportation distances depend on Special and Storyteller's discretion.",Teleport the user and one more creature to a place of tranquility and high psychic resonance such as Pokemon Centers. Ceilings and walls block this move from working.
Trick,psychic,Support,0,,,Special,Allure,Foe,The foe and the user swap Held Items.,"Control the target's mind to perform a simple non-hostile action, such as walking or handling an item."
Trick Room,psychic,Support,0,,,Special,Channel,Battlefield,Invert the order of Initiative. Lasts 4 Rounds.,"This reality altering move can manipulate time, so slow creatures are fast, and fast creatures are slow."
Wonder Room,psychic,Support,0,,,Special,Channel,Battlefield,Defense and Sp. Defense will be calculated with Insight instead of Vitality. Lasts 4 Rounds.,"Inside the Wonder Room, a strong mind makes a strong body and a resilient body makes a resilient mind. However, if the mind is weak, the body will be weak and vice-versa."
Zen Headbutt,psychic,Physical,3,Strength,,Dexterity,Brawl,Foe,Roll 3 Chance Dice to Flinch the foe. -1 Accuracy.,The user focuses its will on its head to strike with a headbutt.
Accelerock,rock,Physical,2,Strength,,Dexterity,Brawl,Foe,Priority 1.,The Pokemon dashes at great speed using the rocks on its body to strike its foe upon impact.
Ancient Power,rock,Special,2,Special,,Dexterity,Channel,Foe,"Roll 1 Chance Dice to Increase the User's Strength, Dexterity, Special, Defense, and Sp. Defense.",the Pokemon calls upon an energy fron ancient times that strikes the foe and may infuse the user with a primal strength.
Diamond Storm,rock,Physical,4,Strength,,Dexterity,Channel,All Foes,Ranged. Roll 5 Chance Dice to Increase the User's Defense by 2.,"The Pokemon summons a storm of diamonds over the field, these diamonds also serve as barriers the user can take cover into."
Head Smash,rock,Physical,6,Strength,,Strength,Brawl,Foe,Recoil. -2 Accuracy.,"The user charges head first to attack the foe, the strike is devastating for both."
Power Gem,rock,Special,3,Special,,Dexterity,Channel,Foe,-,The user attacks with a ray of light that comes out of the gem on its body.
Rock Blast,rock,Physical,1,Strength,,Dexterity,Brawl,Foe,Ranged. Successive Actions. -1 Accuracy.,The Pokemon shoots and throws small rock pebbles that burst into tiny pieces as they touch the foe.
Rock Polish,rock,Support,0,,,Dexterity,Channel,User,Increase User's Dexterity by 2.,The user polishes the rough ends of its rock body for easier and faster movement.
Rock Slide,rock,Physical,3,Strength,,Dexterity,Brawl,All Foes,Ranged. Roll 3 Chance Dice to Flinch those affected. -1 Accuracy.,The Pokemon creates a slide of falling rocks against its foes that may leave them crushed below the rubble.
Rock Throw,rock,Physical,2,Strength,,Dexterity,Channel,Foe,Ranged. -1 Accuracy.,The user picks up a rock or pebble and throws it at the foe.
Rock Tomb,rock,Physical,2,Strength,,Dexterity,Channel,Foe,Ranged. Reduce Foe's Dexterity. -1 Accuracy.,"The Pokemon covers the foe in gravel and rocks, leaving it unable to move freely."
Rock Wrecker,rock,Physical,6,Strength,,Strength,Channel,Foe,Ranged. Must Recharge. Lethal. -1 Accuracy.,"The user shoots a huge boulder as if it were a cannon ball that can even go through thick walls. This, however, requires a lot of energy from the user."
Rollout,rock,Physical,1,Strength,,Dexterity,Brawl,Foe,"Successive Actions. Add 1 Extra Dice to the Damage Roll of the last Rollout hit the user performs. If the Pokemon used Defense Curl this Round, add 1 Extra Dice to the Damage Roll of every hit. -1 Accuracy.","The user curls up into a ball and starts rolling towards its foe, trampling everything in its way."
Sandstorm,rock,Support,0,,,Special,Nature,Battlefield,Sandstorm Weather is activated for the next 4 Rounds.,The Pokemon casts a fierce wind that carries millions of rough sand particles.
Smack Down,rock,Physical,2,Strength,,Dexterity,Channel,Foe,Ranged. Remove the foe's Immunity to Ground-Type Attacks.,"The user hurls a projectile, usually a heavy rock that sends the foe down to the ground, leaving it unable to take off the ground afterwards."
Stealth Rock,rock,Support,0,,,Dexterity,Stealth,Battlefield,Entry Hazard. Foe Pokemon that enter the battlefield lose 1 HP. This effect does not stack.,The Pokemon hides sharp and point rocks all over the foe's side of the battlefield.
Stone Edge,rock,Physical,4,Strength,,Strength,Channel,Foe,Ranged. High Critical. Lethal. -2 Accuracy.,The user hurls sharp stones at the foe. The speed and weight of the stones deals a severe amount of damage.
Tar Shot,rock,Support,0,,,Special,Channel,Foe,Reduce the foe's Dexterity. Until the end of the Scene Fire Type Moves will deal Super-Effective damage against the foe.,"The Pokemon gushes a blob of black tar over its foe. The unfortunate voctim can barely move afterwards, keep it away from fire sources, tar is extrmely flammable."
Wide Guard,rock,Support,0,,,Vitality,Brawl,User and Allies,Priority 3. Shield. Reduce 3 Damage the User and Allies would receive from a damaging move. Reduce to zero the set damage from a move the User and Allies would take.,The Pokemon uses its whole body to provide coverage and protection to its allies against an incoming attack.
Anchor Shot,steel,Physical,3,Strength,,Dexterity,Brawl,Foe,Ranged. Blocks.,"The Pokemon hurls an anchor towards its foe and entangles it with seaweed, the anchor drags the foe down so it cannot escape."
Autotomize,steel,Support,0,,,Dexterity,Channel,User,Increase the User's Dexterity by 2. User's weight is halved for the rest of Scene.,The Pokemon sheds pieces and starts rotating other parts of its body for easier and lighter movement.
Behemoth Bash,steel,Physical,4,Strength,,Vitality,Brawl,Foe,"If the Foe is under the effects of Dynamax, This Move becomes Lethal and you add 4 Extra Dice to the Damage Pool.",The Pokemon becomes a giant energy shield that tramples everything in its wake. If the foe is under the effects of the Dynamax phenomenon all its energy will be swept away.
Behemoth Blade,steel,Physical,4,Strength,,Strength,Brawl,Foe,"If the Foe is under the effects of Dynamax, This Move becomes Lethal and you add 4 Extra Dice to the Damage Pool.",The Pokemon becomes a giant sword with a razor-sharp blade. If the foe is under the effects of the Dynamax phenomenon all its energy will be slashed to bits.
Bullet Punch,steel,Physical,2,Strength,,Dexterity,Brawl,Foe,Fist Based. Priority 1.,The user launches itself against the foe to strike it with an iron fist.
Doom Desire,steel,Special,6,Special,,Insight,Allure,Foe,"Strikes at the end of the Round after the next. Bypass Shield Moves and Cover. If the target retires or switches out from battle, the damage will be dealt to the next opponent or to one of its allies. Extra effects may be added at Storyteller's Discretion","Be careful what you wish for, this Pokemon will read your most intimate wishes and make them come true in very twisted ways."
Double Iron Bash,steel,Physical,2,Strength,,Special,Channel,Foe,Roll 3 Chance Dice to Flinch the Foe.,The user hardens its limbs and then rotates them at great speed to hit the foe twice in a row. The blow can leave the victim crushed on the floor.
Flash Cannon,steel,Special,3,Special,,Dexterity,Channel,Foe,Roll 1 Chance Dice to Reduce the foe's Sp. Defense.,"The Pokemon absorbs the reflecting light on its body, releasing a powerful beam against the foe."
Gear Grind,steel,Physical,2,Strength,,Dexterity,Brawl,Foe,Double Action. -1 Accuracy.,The user traps the foe between its gears and crushes it with two painful grinds.
Gear Up,steel,Support,0,,,Vitality,Channel,One Ally,Increase the Strength and Special of one Steel-Type or Electric-Type Ally.,The user engages its gears on an ally to leave the ally's body working like a welloiled machine.
Gyro Ball,steel,Physical,1,Strength,,Dexterity,Brawl,Foe,Add 1 Extra Dice to the Damage pool for every point of Dexterity the Foe has that surpasses the user's. Up to 5 Dice may be added this way.,The user curls up in a ball and spins against the target at a high speed.
Heavy Slam,steel,Physical,1,Strength,,Dexterity,Brawl,Foe,"Add 1 Extra Dice for every 50 kgs. of weight above the target's weight, up to +4 Extra Dice.",The user slams the foe usin its whole body weight. Smaller foes will be deeply affected.
Iron Defense,steel,Support,0,,,Vitality,Channel,User,Increase the User's Defense by 2.,The Pokemon hardens its body surface as if it was made from the strongest iron around.
Iron Head,steel,Physical,3,Strength,,Dexterity,Brawl,Foe,Roll 3 Chance Dice to Flinch the Foe.,The Pokemon charges at the foe with a brutal headbutt that may leave the target knocked down on the ground.
Iron Tail,steel,Physical,4,Strength,,Dexterity,Brawl,Foe,Roll 3 Chance Dice to Reduce the foe's Defense. -3 Accuracy.,The user hits the foe with its hardened tail. The target is left vulnerable against subsequent attacks.
King's Shield,steel,Support,0,,,Dexterity,Brawl,User,Priority 3. Shield. If the foe was using a Physical Move. Reduce the foe's Strength by 2. Reduce 3 Dice from the foe's Damage Pool.,"The Pokemon uses a ghostly shield to protect itself. If the foe managed to touch it, the user will drain some of its lifeforce."
Magnet Bomb,steel,Physical,2,Strength,,Dexterity,Channel,Foe,Ranged. Never Fail.,"The Pokemon hurls a metal bomb that is attracted to the target like a magnet. The moment it touches the foe, it will explode."
Metal Burst,steel,Physical,0,,,Dexterity,Brawl,Foe,This Move only works if the foe just used an attack. Roll the same Damage Pool as your foe's last attack and add 2 Extra Damage Dice.,"After receiving damage, the user bursts the tiny but sharp metal piece that came loose because of the foe's attack. The greater the impact the more metal it will shoot."
Metal Claw,steel,Physical,2,Strength,,Dexterity,Brawl,Foe,Roll 1 Chance Dice to Increase the user's Strength. -1 Accuracy.,"The Pokemon attacks using its sharp claws, the friction may leave them even sharper."
Metal Sound,steel,Support,0,,,Tough,Perform,Foe,Sound Based. Reduce the foe's Special Defense by 2.,"The user produces a horrible noise that impedes the foe from focusing on the fight, leaving it vulnerable to attacks."
Meteor Mash,steel,Physical,3,Strength,,Dexterity,Brawl,Foe,Fist Based. Roll 2 Chance Dice to Increase the User's Strength. -1 Accuracy.,The user charges with a strong fist and strikes like a meteor.
Mirror Shot,steel,Special,2,Special,,Dexterity,Channel,Foe,Roll 3 Chance Dice to Confuse the foe. -2 Accuracy.,The user dazes the foe with a beam of light. Those who have experienced it describe it as
Shift Gear,steel,Support,0,,,Dexterity,Channel,User,Increase the User's Strength by 1 and Dexterity by 2.,"The Pokemon has its gears rotate quickly,. Working like a powerful machine."
Smart Strike,steel,Physical,3,Strength,,Dexterity,Brawl,Foe,Lethal. Never Fail.,"The user stabs the foe using one of its sharp horns with astounding precision, the resulting wound will be very deep and must be treated immediately."
Steel Beam,steel,Special,6,Special,,Special,Channel,Foe,Recoil.,A concentrated ray of light that is capable of melting even the thickest steel plates. Unfortunately the user will also have trouble handling this power.
Steel Wing,steel,Physical,3,Strength,,Dexterity,Brawl,Foe,Roll 1 Chance Dice to Increase the User's Defense. -1 Accuracy.,The Pokemon uses its sharp feathers as if they were razors.
Sunsteel Strike,steel,Physical,4,Strength,,Strength,Brawl,Foe,Lethal. If anything on the foe's side of the field would prevent this move from dealing damage (Pokemon types. Abilities. Shield Moves. Weather. Or Barriers.) ignore it. This Move cannot be Clashed.,You suddenly stop your in tracks as you see a bright and blinding light coming towards you at great speed. You did not see what hit you and then it's all darkness.
Aqua Jet,water,Physical,2,Strength,,Dexterity,Brawl,Foe,Priority 1.,The user propels itself with a blast of water and strikes at high speed.
Aqua Ring,water,Support,0,,,Special,Nature,User,"If successful spent 1 Will point to activate. At the end of each Round, recover 1 HP. Lasts 4 Rounds.",The user coats itself in a ring of special flowing water that lessens the pain.
Aqua Tail,water,Physical,3,Strength,,Dexterity,Brawl,Foe,Roll 3 Chance Dice to Flinch the foe. -1 Accuracy.,The user swings its tail as if it were a vicious wave in a raging storm.
Bouncy Bubble,water,Special,3,Special,,Dexterity,Channel,Foe,"The user restores HP equal to half the damage dealt, rounded down. If the user of this Move is at its Final Stage of Evolution, this move fails.","The user shoots bubbles at its target, the bubbles fill up with fresh water upon contact and bounce back towards the user. Should you drink the water inside? Who cares? It's fun!"
Brine,water,Special,2,Special,,Dexterity,Channel,Foe,"If the foe is at half HP or less, add 3 Extra Dice to the Damage Pool.","The user blasts the foe with extremely dense water, if the target is tired he may be swept away easily by the pressure."
Bubble,water,Special,2,Special,,Dexterity,Channel,All Foes,Target all foes in range. Roll 1 Chance Dice to Reduce the Dexterity of those affected.,"A spray of bubbles flies around the enemies, some of the bubbles stick to their bodies hindering their movement."
Bubble Beam,water,Special,3,Special,,Dexterity,Channel,Foe,Roll 1 Chance Dice to Reduce the foe's Dexterity.,"A long stream of bubbles hits the foe, the bubble foam may prevent the target from moving freely."
Clamp,water,Physical,2,Strength,,Dexterity,Brawl,Foe,Block. Deal 2 Dice of Damage at the end of each Round. Lasts 4 Rounds. -1 Accuracy.,The user traps and crushes the opponent using its thick and sturdy shell.
Crabhammer,water,Physical,3,Strength,,Dexterity,Brawl,Foe,High Critical. -1 Accuracy.,A large pincer strikes with the power of a hammer. The demolition power is incredible.
Dive,water,Physical,2,Strength,,Dexterity,Brawl,Foe,"Charge Move. While charging this move, the User will be out of range. Allows the Pokemon to swim into Deep Waters.",The user submerges into the water and continues diving at an insane speed.
Fishious Rend,water,Physical,3,Strength,,Dexterity,Brawl,Foe,"If the foe has not had its Turn this Round, Add 2 Extra Dice to the Damage Pool.","This Pokemon uses its gills to snap at its target, even if they don't have teeth, they can have a crushing strength."
Hydro Cannon,water,Special,6,Special,,Special,Channel,Foe,Must Recharge. -1 Accuracy.,The Pokemon blasts the foe with a water surge that could bring down a house. The user needs to res afterwards.
Hydro Pump,water,Special,5,Special,,Special,Channel,Foe,-1 Accuracy.,The user builds up pressure inside its body and then releases a tremendous amount of water at the target.
Life Dew,water,Support,0,,,Special,Nature,User and Allies,"If successful, spend 1 Will point to activate. User and Allies in Range heal 1 HP at the end of each Round. Lasts 4 Rounds.",The user creates a fresh-water dew that makes it and its allies full of energy.
